20.6 44 62.5 55.56 27.5 34.75 19.5 29.81 47.25 16.2 49.69 33.5 31.25 57.44 34.56 53.75 30.25 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 62.75 56.06 26.56 36.88 19.5 30.56 46.37 16.2 48.75 32.06 31.25 56.44 33.81 54.06 31 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 63 55.56 27.13 36.62 19.5 30.25 46.06 16.2 49.56 31.75 31.25 56.25 32.62 54.5 31 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 64.44 55.44 27.38 36.88 19.5 29.25 46.56 16.2 49 31.38 31.25 55.56 32.31 54.75 31.5 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 64.75 55 27.81 36.75 19.5 29.12 47.25 16.2 48.75 31.25 31.25 53.81 32.62 54.19 30.75 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 61 54.38 27.13 36 19.5 28 46 16.2 47.69 29.69 31.25 50.81 30 51.87 30 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 60.31 54.19 26.63 35.81 19.5 28.69 45.31 16.2 48.75 30.31 31.25 52.69 30.75 52.69 30.5 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 60.25 54.13 26.94 35.75 19.5 28.88 46.37 16.2 48.88 30.5 31.25 51.94 30.56 53.13 30.75 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 59.94 54.13 27.88 36.06 19.5 29.69 47.5 16.2 48.44 30.75 31.25 53 31.06 53.25 30.44 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 59.63 53.69 27.25 35.69 19.5 27.94 48.25 16.2 48.5 30.88 31.25 51.5 30.75 52.88 30.19 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 59.56 27.81 27.94 35.62 19.5 29.44 48.44 16.2 48.94 31.06 31.25 51.94 31.75 52.75 30.13 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 59.38 27.63 27.81 35.5 19.5 28.38 49.63 16.2 49.44 31.56 31.25 52.94 32.56 53.37 31.5 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 59.19 27.56 27.31 35.25 19.5 28.44 50.38 16.2 48.44 31.62 31.25 51.63 33.25 51.56 31.38 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 59 27.69 27.25 35 19.5 28.62 49.63 16.2 48.94 31.19 31.25 51.19 32.62 50 31.31 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 59.56 27.38 27.25 34.19 19.5 28.69 49.75 16.2 48.25 30.56 31.25 51.44 32.62 50.31 30.94 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 59.56 27.38 26.88 34.75 19.5 27.88 49 16.2 48.44 31 31.25 50.75 33.38 50.69 30.31 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 60 27.31 26.81 34.62 19.5 27.19 49.37 16.2 48.81 30.94 31.25 49.38 33.62 51.44 30.5 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 61.44 27.19 26.88 34.69 19.5 27.38 49.44 16.2 48.81 31.5 31.25 51 33.38 51.94 31.69 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 61.88 27 27 34.69 19.5 26.94 49.5 16.2 48.75 32.25 31.25 52.25 33.75 52.88 32 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 63.13 27.38 26.88 34.25 19.5 27.06 49.94 16.2 46.38 32.25 31.25 52.75 33.75 53 31.56 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 65 27.63 27.81 35.69 19.5 28.75 50.38 16.2 46 33.94 31.25 54.81 33.62 53.94 32.38 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 66.25 27.75 28.69 36.12 19.5 29.25 50.94 16.2 44.88 34.38 31.25 54.13 33.62 54.5 33.06 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 67.31 27.25 29.19 37 19.5 29.06 51.06 16.2 43.94 34.44 31.25 54.13 33.62 55.38 33.19 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 67.56 27.44 28.94 38.62 19.5 27.38 53.44 16.2 43.25 34.75 31.25 53.75 33.94 56.06 33 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 68.63 27.63 28.75 38 19.5 27.12 56 16.2 43.25 33.81 31.25 54.5 34.5 57.56 33.56 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 69 27.69 28.75 38.56 19.5 27.94 54.56 16.2 44.5 33.25 31.25 55.63 34.5 57.06 33.94 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 68.81 28.19 29.44 39.12 19.5 28.69 54.44 16.2 44.19 33.94 31.25 56.06 35.5 57.44 33.69 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 68.94 28.13 30.56 39.19 19.5 28.62 58.44 16.2 44.25 34 31.25 55.81 35.88 58.5 34.38 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 69.5 28.13 31.63 41.06 19.5 29.56 60.5 16.2 44.38 34 31.25 56.69 35.81 59.44 35 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 69.06 27.94 31.31 40.56 19.5 28.81 59.69 16.2 44.25 35 31.25 57.5 35.88 59 34.75 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
20.6 44 69.81 28.31 31.06 40.75 19.5 29 60.88 16.2 44.19 36.19 31.25 56.25 35.88 59 35.31 395 5510 922.5 220 17.8494 20.05 48.25 2.575 23.22 35.2 52.8229 36.494 861.111
